pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	correct_answer	answers_dict	generated_answer_normal	generated_answer_outlines	answer_greedy_cleaned
578	Ben has a lot of friends.	The woman felt alone.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	other	Ben has a lot of friends, so the woman felt alone.	so	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Ben has a lot of friends.""
2. Sentence B: ""The woman felt alone.""
3. Words:  
- A. because  
- B. after  
- C. then  
- D. so  
4"	A	error
342	Matteo arrived at the office.	Matteo took a break.	temporal	<A;B>	none	origin	False	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'NO']	yes	0.4	AB_temp	then	Matteo arrived at the office, then Matteo took a break.	then	none	{'A': 'so', 'B': 'after', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""Matteo arrived at the office.""
2. Sentence B: ""Matteo took a break.""
3. Words:  
- A. so  
- B. after  
- C. then  
- D."	A	error
495	The farmer left the market.	Luke ate food at the market.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO']	no	-0.4	BA_temp	other	The farmer left the market, after Luke ate food at the market.	after	none	{'A': 'because', 'B': 'then', 'C': 'so', 'D': 'after'}	"1. Sentence A: ""The farmer left the market.""
2. Sentence B: ""Luke ate food at the market.""
3. Words:  
- A. because  
- B. then  
- C. so  
- D. after  
"	A	error
124	Lisa wanted to save animals.	Lisa became vegetarian.	causality	<A;B>	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	Lisa wanted to save animals, then Lisa became vegetarian.	then	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Lisa wanted to save animals.""
2. Sentence B: ""Lisa became vegetarian.""
3. Words:  
- A. because  
- B. after  
- C. then  
- D. so  
4. Answer"	A	error
396	Luke spoke to the pharmacist.	Luca entered the pharmacy.	temporal	<B;A>	none	origin	False	False	False	True	['NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'YES', 'YES']	yes	0.2	BA_cause	after	Luke spoke to the pharmacist, because Luca entered the pharmacy.	because	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Luke spoke to the pharmacist.""
2. Sentence B: ""Luca entered the pharmacy.""
3. Words:  
- A. because  
- B. after  
- C. then  
- D. so  
4"	A	error
11	Cindy can finally book a vacation around the world.	Cindy cheated to win the lottery.	causality	<B;A>	socially_challenging	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	because	Cindy can finally book a vacation around the world, so Cindy cheated to win the lottery.	so	none	{'A': 'so', 'B': 'after', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""Cindy can finally book a vacation around the world.""
2. Sentence B: ""Cindy cheated to win the lottery.""
3. Words:  
- A. so  
- B. after  
- C. then"	C	error
387	Lucia went to the post office.	Lucia queued at the counter.	temporal	<A;B>	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	then	Lucia went to the post office, after Lucia queued at the counter.	after	none	{'A': 'because', 'B': 'so', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""Lucia went to the post office.""
2. Sentence B: ""Lucia queued at the counter.""
3. Words:  
- A. because  
- B. so  
- C. after  
- D."	A	error
36	Luca sets fire to Marco's shop.	Marco did not pay Luca the money he owed him.	causality	<A;B>	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO']	no	-0.4	AB_temp	thus	Luca sets fire to Marco's shop, then Marco did not pay Luca the money he owed him.	then	none	{'A': 'after', 'B': 'because', 'C': 'so', 'D': 'then'}	"1. Sentence A: ""Luca sets fire to Marco's shop.""
2. Sentence B: ""Marco did not pay Luca the money he owed him.""
3. Words:  
- A. after  
- B. because  
- C."	A	error
76	Simone has three cats at home.	Simone buys a lot of cat food every week.	causality	<A;B>	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'NO', 'YES']	yes	0.6	AB_cause	thus	Simone has three cats at home, so Simone buys a lot of cat food every week.	so	none	{'A': 'because', 'B': 'then', 'C': 'after', 'D': 'so'}	"1. Sentence A: ""Simone has three cats at home.""
2. Sentence B: ""Simone buys a lot of cat food every week.""
3. Words:  
- A. because  
- B. then  
- C. after"	A	error
150	The woman who was walking on the street opened her umbrella.	It started raining.	causality	<B;A>	none	big_bench	False	True	False	True	['YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'NO', 'YES']	yes	0.4	BA_cause	because	The woman who was walking on the street opened her umbrella, because it started raining.	because	none	{'A': 'so', 'B': 'then', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""The woman who was walking on the street opened her umbrella.""
2. Sentence B: ""It started raining.""
3. Words:  
- A. so  
- B. then  
- C. after  
- D"	A	error
404	Insects pollinated the flowers.	The flowers died.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.4	AB_temp	other	Insects pollinated the flowers, then the flowers died.	then	none	{'A': 'so', 'B': 'because', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""Insects pollinated the flowers.""
2. Sentence B: ""The flowers died.""
3. Words:  
- A. so  
- B. because  
- C. after  
- D. then  
4."	A	error
381	Serena paid for the clothes.	Serena left the shop.	temporal	<A;B>	none	origin	False	False	True	False	['YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	then	Serena paid for the clothes, then Serena left the shop.	then	none	{'A': 'so', 'B': 'after', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""Serena paid for the clothes.""
2. Sentence B: ""Serena left the shop.""
3. Words:  
- A. so  
- B. after  
- C. then  
- D. because  
"	A	error
403	The driver woke up.	The clock was broken.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	The driver woke up, because the clock was broken.	because	none	{'A': 'because', 'B': 'so', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""The driver woke up.""
2. Sentence B: ""The clock was broken.""
3. Words:  
- A. because  
- B. so  
- C. after  
- D. then  
4. Answer"	A	error
378	Serena went to the dressing room.	Serena took some exposed clothes.	temporal	<B;A>	none	origin	False	False	False	True	['YES', 'NO', 'YES', 'YES', 'NO', 'NO', 'YES', 'NO', 'YES', 'YES']	yes	0.2	AB_cause	after	Serena went to the dressing room, so Serena took some exposed clothes.	so	none	{'A': 'so', 'B': 'then', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""Serena went to the dressing room.""
2. Sentence B: ""Serena took some exposed clothes.""
3. Words:  
- A. so  
- B. then  
- C. because  
- D."	A	error
198	The whole family will celebrate Christmas at grandma's house.	Grandma is preparing Christmas lunch.	causality	<A;B>	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	thus	The whole family will celebrate christmas at grandma's house, after grandma is preparing christmas lunch.	after	none	{'A': 'then', 'B': 'because', 'C': 'so', 'D': 'after'}	"1. Sentence A: ""The whole family will celebrate Christmas at grandma's house.""
2. Sentence B: ""Grandma is preparing Christmas lunch.""
3. Words:  
- A. then  
- B. because  
- C. so  
"	A	error
394	Paola dived into the water.	Paola went to the swimming pool.	temporal	<B;A>	none	origin	False	False	False	True	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	AB_cause	after	Paola dived into the water, so Paola went to the swimming pool.	so	none	{'A': 'so', 'B': 'after', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""Paola dived into the water.""
2. Sentence B: ""Paola went to the swimming pool.""
3. Words:  
- A. so  
- B. after  
- C. then  
- D"	A	error
32	The girl decided to buy drugs.	The girl is depressed.	causality	<B;A>	socially_challenging	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.8	BA_cause	because	The girl decided to buy drugs, because the girl is depressed.	because	none	{'A': 'because', 'B': 'after', 'C': 'so', 'D': 'then'}	"1. Sentence A: ""The girl decided to buy drugs.""
2. Sentence B: ""The girl is depressed.""
3. Words:  
- A. because  
- B. after  
- C. so  
- D. then  
4"	A	error
443	There were a lot of bees in the areas near flowers.	Insects swarmed around the picnic area.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'YES', 'YES', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.2	BA_temp	other	There were a lot of bees in the areas near flowers, after insects swarmed around the picnic area.	after	none	{'A': 'after', 'B': 'so', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""There were a lot of bees in the areas near flowers.""
2. Sentence B: ""Insects swarmed around the picnic area.""
3. Words:  
- A. after  
- B. so  
- C"	C	error
577	Katie decided to marry Luca.	Tom is in love with Jerry.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	other	Katie decided to marry Luca, so Tom is in love with Jerry.	so	none	{'A': 'after', 'B': 'so', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""Katie decided to marry Luca.""
2. Sentence B: ""Tom is in love with Jerry.""
3. Words:  
- A. after  
- B. so  
- C. because  
- D. then  
"	A	error
572	At the harbor there was a fish market.	The ship left the harbor.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.4	BA_temp	other	At the harbor there was a fish market, after the ship left the harbor.	after	none	{'A': 'because', 'B': 'so', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""At the harbor there was a fish market.""
2. Sentence B: ""The ship left the harbor.""
3. Words:  
- A. because  
- B. so  
- C. then  
- D."	A	error
234	The plane landed at the destination.	The plane took off.	temporal	<B;A>	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	BA_cause	after	The plane landed at the destination, because the plane took off.	because	none	{'A': 'so', 'B': 'because', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""The plane landed at the destination.""
2. Sentence B: ""The plane took off.""
3. Words:  
- A. so  
- B. because  
- C. then  
- D. after  
4"	A	error
160	Alice missed her flight.	Alice did not wake up.	causality	<B;A>	none	big_bench	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	because	Alice missed her flight, after Alice did not wake up.	after	none	{'A': 'so', 'B': 'then', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""Alice missed her flight.""
2. Sentence B: ""Alice did not wake up.""
3. Words:  
- A. so  
- B. then  
- C. after  
- D. because  
4."	A	error
61	Karl forces his classmate to pass him the homework every day.	Karl does not do his homework.	causality	<B;A>	socially_challenging	origin	False	True	False	True	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	BA_cause	because	Karl forces his classmate to pass him the homework every day, because Karl does not do his homework.	because	none	{'A': 'then', 'B': 'so', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""Karl forces his classmate to pass him the homework every day.""
2. Sentence B: ""Karl does not do his homework.""
3. Words:  
- A. then  
- B. so  
- C."	A	error
473	Jack decided to choose anthropology as his major in college.	The teacher gave a quiz to the students.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES', 'YES', 'NO', 'NO']	no	-0.2	AB_temp	other	Jack decided to choose anthropology as his major in college, then the teacher gave a quiz to the students.	then	none	{'A': 'so', 'B': 'then', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""Jack decided to choose anthropology as his major in college.""
2. Sentence B: ""The teacher gave a quiz to the students.""
3. Words:  
- A. so  
- B. then  
- C."	A	error
271	The bus left the bus stop.	The bus arrived.	temporal	<B;A>	none	Descript	False	False	False	True	['YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'YES']	no	-0.2	BA_cause	after	The bus left the bus stop, because the bus arrived.	because	none	{'A': 'after', 'B': 'so', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""The bus left the bus stop.""
2. Sentence B: ""The bus arrived.""
3. Words:  
- A. after  
- B. so  
- C. because  
- D. then  
4."	A	error
10	"Tom's friends call him ""fatty""."	Tom has gained weight in the last year.	causality	<B;A>	socially_challenging	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	because	"Tom's friends call him ""fatty"", so Tom has gained weight in the last year."	so	none	{'A': 'then', 'B': 'because', 'C': 'so', 'D': 'after'}	"1. Sentence A: ""Tom's friends call him 'fatty'.""
2. Sentence B: ""Tom has gained weight in the last year.""
3. Words:  
- A. then  
- B. because  
- C. so"	A	error
460	The sea is barely visible from the city.	The constellations are a wonder to behold on a clear night.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	The sea is barely visible from the city, so the constellations are a wonder to behold on a clear night.	so	none	{'A': 'so', 'B': 'because', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""The sea is barely visible from the city.""
2. Sentence B: ""The constellations are a wonder to behold on a clear night.""
3. Words:  
- A. so  
- B. because  
"	A	error
157	The gardener planted a seed.	A flower grew.	causality	<A;B>	none	big_bench	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES']	no	-0.6	BA_cause	thus	The gardener planted a seed, because a flower grew.	because	none	{'A': 'so', 'B': 'then', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""The gardener planted a seed.""
2. Sentence B: ""A flower grew.""
3. Words:  
- A. so  
- B. then  
- C. because  
- D. after  
4. Answer"	A	error
556	There is a full moon and some clouds.	The sun is rising.	no_rel	none	none	origin	False	False	False	False	['YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	other	There is a full moon and some clouds, then the sun is rising.	then	none	{'A': 'then', 'B': 'because', 'C': 'so', 'D': 'after'}	"1. Sentence A: ""There is a full moon and some clouds.""
2. Sentence B: ""The sun is rising.""
3. Words:  
- A. then  
- B. because  
- C. so  
- D. after"	A	error
84	The thief was arrested.	When entering the house, the thief made the alarm sound.	causality	<B;A>	none	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	because	The thief was arrested, after when entering the house, the thief made the alarm sound.	after	none	{'A': 'so', 'B': 'then', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""The thief was arrested.""
2. Sentence B: ""When entering the house, the thief made the alarm sound.""
3. Words:  
- A. so  
- B. then  
- C. after  
-"	A	error
389	The postman delivered the letter to Massimo.	The postman knocked on the door.	temporal	<B;A>	none	origin	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES']	yes	0.8	BA_cause	after	The postman delivered the letter to Massimo, because the postman knocked on the door.	because	none	{'A': 'then', 'B': 'because', 'C': 'so', 'D': 'after'}	"1. Sentence A: ""The postman delivered the letter to Massimo.""
2. Sentence B: ""The postman knocked on the door.""
3. Words:  
- A. then  
- B. because  
- C. so  
"	A	error
562	The doctor works at the hospital.	Karen scheduled an appointment with her dentist.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	other	The doctor works at the hospital, so Karen scheduled an appointment with her dentist.	so	none	{'A': 'after', 'B': 'then', 'C': 'because', 'D': 'so'}	"1. Sentence A: ""The doctor works at the hospital.""
2. Sentence B: ""Karen scheduled an appointment with her dentist.""
3. Words:  
- A. after  
- B. then  
- C. because  
- D."	A	error
384	Lucia took the pen.	Lucia wrote a letter.	temporal	<A;B>	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_temp	then	Lucia took the pen, after Lucia wrote a letter.	after	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Lucia took the pen.""
2. Sentence B: ""Lucia wrote a letter.""
3. Words:  
- A. because  
- B. after  
- C. then  
- D. so  
4"	C	error
214	Matt got out of bed.	Matt had his breakfast.	temporal	<A;B>	none	origin	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	then	Matt got out of bed, then Matt had his breakfast.	then	none	{'A': 'after', 'B': 'so', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""Matt got out of bed.""
2. Sentence B: ""Matt had his breakfast.""
3. Words:  
- A. after  
- B. so  
- C. then  
- D. because  
4."	A	error
321	The boy chose a book.	The boy walked to the bookshelves.	temporal	<B;A>	none	Descript	False	False	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	after	The boy chose a book, then the boy walked to the bookshelves.	then	none	{'A': 'then', 'B': 'because', 'C': 'so', 'D': 'after'}	"1. Sentence A: ""The boy chose a book.""
2. Sentence B: ""The boy walked to the bookshelves.""
3. Words:  
- A. then  
- B. because  
- C. so  
- D. after"	A	error
131	There was a snowstorm.	The school was canceled.	causality	<A;B>	none	big_bench	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	thus	There was a snowstorm, so the school was canceled.	so	none	{'A': 'after', 'B': 'because', 'C': 'so', 'D': 'then'}	"1. Sentence A: ""There was a snowstorm.""
2. Sentence B: ""The school was canceled.""
3. Words:  
- A. after  
- B. because  
- C. so  
- D. then  
4."	B	error
77	Simone prefers to travel by train rather than by car.	Simone suffers from car sickness.	causality	<B;A>	none	origin	False	True	False	True	['NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO']	yes	0.6	BA_temp	because	Simone prefers to travel by train rather than by car, after Simone suffers from car sickness.	after	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Simone prefers to travel by train rather than by car.""
2. Sentence B: ""Simone suffers from car sickness.""
3. Words:  
- A. because  
- B. after  
- C. then"	A	error
135	The school was on break.	The family went on vacation.	causality	<A;B>	none	big_bench	True	False	True	False	['YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO']	no	-0.2	BA_cause	thus	The school was on break, because the family went on vacation.	because	none	{'A': 'so', 'B': 'after', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""The school was on break.""
2. Sentence B: ""The family went on vacation.""
3. Words:  
- A. so  
- B. after  
- C. because  
- D. then  
4"	A	error
67	Kevin was left by his wife.	Kevin drinks to forget.	causality	<A;B>	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	Kevin was left by his wife, then Kevin drinks to forget.	then	none	{'A': 'after', 'B': 'because', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Kevin was left by his wife.""
2. Sentence B: ""Kevin drinks to forget.""
3. Words:  
- A. after  
- B. because  
- C. then  
- D. so  
4"	A	error
232	Erik entered the airport.	Erik went to the check-in desk.	temporal	<A;B>	none	Descript	False	False	True	False	['YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'YES']	no	-0.2	BA_temp	then	Erik entered the airport, after Erik went to the check-in desk.	after	none	{'A': 'then', 'B': 'so', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""Erik entered the airport.""
2. Sentence B: ""Erik went to the check-in desk.""
3. Words:  
- A. then  
- B. so  
- C. because  
- D."	A	error
579	Tonight there are a lot of clouds.	There is the sun and some clouds in the sky.	no_rel	none	none	origin	False	False	False	False	['YES', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO']	inconclusive	0.0	AB_temp	other	Tonight there are a lot of clouds, then there is the sun and some clouds in the sky.	then	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Tonight there are a lot of clouds.""
2. Sentence B: ""There is the sun and some clouds in the sky.""
3. Words:  
- A. because  
- B. after  
- C. then"	A	error
344	Matteo returned home.	Matteo left the office.	temporal	<B;A>	none	origin	False	False	False	True	['NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_cause	after	Matteo returned home, so Matteo left the office.	so	none	{'A': 'because', 'B': 'then', 'C': 'after', 'D': 'so'}	"1. Sentence A: ""Matteo returned home.""
2. Sentence B: ""Matteo left the office.""
3. Words:  
- A. because  
- B. then  
- C. after  
- D. so  
"	B	error
569	Alice put some onions in the pan.	Karen ate the cake from the pan.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	Alice put some onions in the pan, after Karen ate the cake from the pan.	after	none	{'A': 'then', 'B': 'after', 'C': 'so', 'D': 'because'}	"1. Sentence A: ""Alice put some onions in the pan.""
2. Sentence B: ""Karen ate the cake from the pan.""
3. Words:  
- A. then  
- B. after  
- C. so  
- D"	A	error
116	Jack's interest is to study the human species.	Jack decided to choose anthropology as his major in college.	causality	<A;B>	none	e-care	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	thus	Jack's interest is to study the human species, so Jack decided to choose anthropology as his major in college.	so	none	{'A': 'then', 'B': 'so', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""Jack's interest is to study the human species.""
2. Sentence B: ""Jack decided to choose anthropology as his major in college.""
3. Words:  
- A. then  
- B. so  
- C"	A	error
433	Marco bought a canary.	The birds chose this zone as their habitat.	no_rel	none	none	e-care	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	Marco bought a canary, because the birds chose this zone as their habitat.	because	none	{'A': 'then', 'B': 'so', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""Marco bought a canary.""
2. Sentence B: ""The birds chose this zone as their habitat.""
3. Words:  
- A. then  
- B. so  
- C. because  
- D."	C	error
248	Frank checked the schedule of the trains to London.	Frank decided to go to London by train.	temporal	<B;A>	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_cause	after	Frank checked the schedule of the trains to london, because Frank decided to go to london by train.	because	none	{'A': 'after', 'B': 'so', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""Frank checked the schedule of the trains to London.""
2. Sentence B: ""Frank decided to go to London by train.""
3. Words:  
- A. after  
- B. so  
- C. because"	A	error
591	John is traveling all over the world.	Tom is working in an office.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	John is traveling all over the world, because Tom is working in an office.	because	none	{'A': 'so', 'B': 'then', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""John is traveling all over the world.""
2. Sentence B: ""Tom is working in an office.""
3. Words:  
- A. so  
- B. then  
- C. after  
- D."	A	error
408	Jake has a cat.	Jake loves to play outdoors.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	Jake has a cat, then Jake loves to play outdoors.	then	none	{'A': 'after', 'B': 'so', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""Jake has a cat.""
2. Sentence B: ""Jake loves to play outdoors.""
3. Words:  
- A. after  
- B. so  
- C. then  
- D. because  
4."	A	error
97	The wind was very strong yesterday.	Several trees fell down.	causality	<A;B>	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	The wind was very strong yesterday, then several trees fell down.	then	none	{'A': 'because', 'B': 'so', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""The wind was very strong yesterday.""
2. Sentence B: ""Several trees fell down.""
3. Words:  
- A. because  
- B. so  
- C. then  
- D. after  
4"	A	error
399	Gaia went to the hospital.	Gaia visited her sick aunt.	temporal	<A;B>	none	origin	False	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	then	Gaia went to the hospital, then Gaia visited her sick aunt.	then	none	{'A': 'after', 'B': 'so', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""Gaia went to the hospital.""
2. Sentence B: ""Gaia visited her sick aunt.""
3. Words:  
- A. after  
- B. so  
- C. because  
- D. then"	A	error
543	The man had a heart attack.	The girl caught a cold.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	The man had a heart attack, so the girl caught a cold.	so	none	{'A': 'then', 'B': 'so', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""The man had a heart attack.""
2. Sentence B: ""The girl caught a cold.""
3. Words:  
- A. then  
- B. so  
- C. after  
- D. because  
"	A	error
31	John is addicted to cannabis.	John buys cannabis from a pusher.	causality	<A;B>	socially_challenging	e-care	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.6	AB_cause	thus	John is addicted to cannabis, so John buys cannabis from a pusher.	so	none	{'A': 'after', 'B': 'so', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""John is addicted to cannabis.""
2. Sentence B: ""John buys cannabis from a pusher.""
3. Words:  
- A. after  
- B. so  
- C. then  
- D. because"	A	error
210	The man opened the door of the house.	The man looked for keys.	temporal	<B;A>	none	origin	False	False	False	True	['YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_temp	after	The man opened the door of the house, then the man looked for keys.	then	none	{'A': 'then', 'B': 'so', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""The man opened the door of the house.""
2. Sentence B: ""The man looked for keys.""
3. Words:  
- A. then  
- B. so  
- C. after  
- D."	A	error
