Sentence_A,Sentence_B,origin,frequency,freq_cat,pair_id,rating_anticonic_causal,rating_iconic_causal,rating_anticonic_temporal,rating_iconic_temporal,human_preferred_connective,human_preferred_connective_desc,human_preferred_connective_unrel,tested_relation,tested_order,relation_human,order_human,condition_human,tested_connective,additional_dimension
"When entering the house, the thief made the alarm sound.",The thief was arrested.,origin,0,1_rare,84,2.4,8.466666666666667,2.933333333333333,8.933333333333334,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",so,none
"When entering the house, the thief made the alarm sound.",The thief was arrested.,origin,0,1_rare,84,2.4,8.466666666666667,2.933333333333333,8.933333333333334,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",then,none
The girl had a nightmare.,The girl woke up suddenly.,origin,8,2_uncommon,85,3.1333333333333333,9.8,2.6666666666666665,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
The girl had a nightmare.,The girl woke up suddenly.,origin,4,1_rare,85,3.1333333333333333,9.8,2.6666666666666665,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
The girl had a nightmare.,The girl woke up suddenly.,origin,18,2_uncommon,85,3.1333333333333333,9.8,2.6666666666666665,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
The girl had a nightmare.,The girl woke up suddenly.,origin,6,2_uncommon,85,3.1333333333333333,9.8,2.6666666666666665,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
The girl woke up suddenly.,The girl had a nightmare.,origin,11,2_uncommon,85,9.133333333333333,3.2,8.533333333333333,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
The girl woke up suddenly.,The girl had a nightmare.,origin,6,2_uncommon,85,9.133333333333333,3.2,8.533333333333333,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
The girl woke up suddenly.,The girl had a nightmare.,origin,10,2_uncommon,85,9.133333333333333,3.2,8.533333333333333,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
The girl woke up suddenly.,The girl had a nightmare.,origin,4,1_rare,85,9.133333333333333,3.2,8.533333333333333,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
The plants are watered by the rain.,There is a heavy rain today.,origin,499,4_frequent,86,7.4,3.333333333333333,4.2,2.2666666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
The plants are watered by the rain.,There is a heavy rain today.,origin,814,4_frequent,86,7.4,3.333333333333333,4.2,2.2666666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
The plants are watered by the rain.,There is a heavy rain today.,origin,1005,4_frequent,86,7.4,3.333333333333333,4.2,2.2666666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
The plants are watered by the rain.,There is a heavy rain today.,origin,422,3_common,86,7.4,3.333333333333333,4.2,2.2666666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
There is a heavy rain today.,The plants are watered by the rain.,origin,352,3_common,86,1.5333333333333334,9.933333333333334,4.133333333333334,4.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
There is a heavy rain today.,The plants are watered by the rain.,origin,612,4_frequent,86,1.5333333333333334,9.933333333333334,4.133333333333334,4.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
There is a heavy rain today.,The plants are watered by the rain.,origin,1008,4_frequent,86,1.5333333333333334,9.933333333333334,4.133333333333334,4.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
There is a heavy rain today.,The plants are watered by the rain.,origin,711,4_frequent,86,1.5333333333333334,9.933333333333334,4.133333333333334,4.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Susan decided to buy pesticide.,There are cockroaches in the house.,origin,1088,4_frequent,87,9.2,2.7333333333333334,8.066666666666666,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Susan decided to buy pesticide.,There are cockroaches in the house.,origin,1180,4_frequent,87,9.2,2.7333333333333334,8.066666666666666,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Susan decided to buy pesticide.,There are cockroaches in the house.,origin,1053,4_frequent,87,9.2,2.7333333333333334,8.066666666666666,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Susan decided to buy pesticide.,There are cockroaches in the house.,origin,1090,4_frequent,87,9.2,2.7333333333333334,8.066666666666666,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
There are cockroaches in the house.,Susan decided to buy pesticide.,origin,1001,4_frequent,87,1.6,9.333333333333334,2.6666666666666665,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
There are cockroaches in the house.,Susan decided to buy pesticide.,origin,1044,4_frequent,87,1.6,9.333333333333334,2.6666666666666665,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
There are cockroaches in the house.,Susan decided to buy pesticide.,origin,1041,4_frequent,87,1.6,9.333333333333334,2.6666666666666665,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
There are cockroaches in the house.,Susan decided to buy pesticide.,origin,1059,4_frequent,87,1.6,9.333333333333334,2.6666666666666665,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
The child was running into a road with a lot of traffic.,The parents stopped the child.,origin,1011,4_frequent,88,1.2,9.466666666666669,1.7333333333333334,6.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
The child was running into a road with a lot of traffic.,The parents stopped the child.,origin,299,3_common,88,1.2,9.466666666666669,1.7333333333333334,6.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
The child was running into a road with a lot of traffic.,The parents stopped the child.,origin,1016,4_frequent,88,1.2,9.466666666666669,1.7333333333333334,6.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
The child was running into a road with a lot of traffic.,The parents stopped the child.,origin,1005,4_frequent,88,1.2,9.466666666666669,1.7333333333333334,6.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
The parents stopped the child.,The child was running into a road with a lot of traffic.,origin,808,4_frequent,88,9.333333333333334,1.6,5.733333333333333,3.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
The parents stopped the child.,The child was running into a road with a lot of traffic.,origin,899,4_frequent,88,9.333333333333334,1.6,5.733333333333333,3.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
The parents stopped the child.,The child was running into a road with a lot of traffic.,origin,680,4_frequent,88,9.333333333333334,1.6,5.733333333333333,3.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
The parents stopped the child.,The child was running into a road with a lot of traffic.,origin,923,4_frequent,88,9.333333333333334,1.6,5.733333333333333,3.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Tom eats a lot of junk food every day.,Tom's cholesterol is extremely high.,origin,23,2_uncommon,89,2.2666666666666666,9.533333333333331,3.8,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Tom eats a lot of junk food every day.,Tom's cholesterol is extremely high.,origin,196,3_common,89,2.2666666666666666,9.533333333333331,3.8,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Tom eats a lot of junk food every day.,Tom's cholesterol is extremely high.,origin,58,3_common,89,2.2666666666666666,9.533333333333331,3.8,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Tom eats a lot of junk food every day.,Tom's cholesterol is extremely high.,origin,17,2_uncommon,89,2.2666666666666666,9.533333333333331,3.8,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Tom's cholesterol is extremely high.,Tom eats a lot of junk food every day.,origin,66,3_common,89,9.133333333333333,4.0,4.866666666666666,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Tom's cholesterol is extremely high.,Tom eats a lot of junk food every day.,origin,71,3_common,89,9.133333333333333,4.0,4.866666666666666,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Tom's cholesterol is extremely high.,Tom eats a lot of junk food every day.,origin,203,3_common,89,9.133333333333333,4.0,4.866666666666666,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Tom's cholesterol is extremely high.,Tom eats a lot of junk food every day.,origin,29,2_uncommon,89,9.133333333333333,4.0,4.866666666666666,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Health insurance did not cover Jacob's treatment.,Jacob had to pay a lot of money for the treatment.,origin,161,3_common,90,5.266666666666667,9.8,3.6,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Health insurance did not cover Jacob's treatment.,Jacob had to pay a lot of money for the treatment.,origin,123,3_common,90,5.266666666666667,9.8,3.6,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Health insurance did not cover Jacob's treatment.,Jacob had to pay a lot of money for the treatment.,origin,557,4_frequent,90,5.266666666666667,9.8,3.6,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Health insurance did not cover Jacob's treatment.,Jacob had to pay a lot of money for the treatment.,origin,294,3_common,90,5.266666666666667,9.8,3.6,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Jacob had to pay a lot of money for the treatment.,Health insurance did not cover Jacob's treatment.,origin,119,3_common,90,9.6,3.333333333333333,8.466666666666667,4.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Jacob had to pay a lot of money for the treatment.,Health insurance did not cover Jacob's treatment.,origin,301,3_common,90,9.6,3.333333333333333,8.466666666666667,4.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Jacob had to pay a lot of money for the treatment.,Health insurance did not cover Jacob's treatment.,origin,294,3_common,90,9.6,3.333333333333333,8.466666666666667,4.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Jacob had to pay a lot of money for the treatment.,Health insurance did not cover Jacob's treatment.,origin,179,3_common,90,9.6,3.333333333333333,8.466666666666667,4.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
The factory uses robots for production.,The productivity of the factory increased.,origin,277,3_common,91,5.466666666666667,8.8,5.466666666666667,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
The factory uses robots for production.,The productivity of the factory increased.,origin,1024,4_frequent,91,5.466666666666667,8.8,5.466666666666667,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
The factory uses robots for production.,The productivity of the factory increased.,origin,732,4_frequent,91,5.466666666666667,8.8,5.466666666666667,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
The factory uses robots for production.,The productivity of the factory increased.,origin,567,4_frequent,91,5.466666666666667,8.8,5.466666666666667,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
The productivity of the factory increased.,The factory uses robots for production.,origin,530,4_frequent,91,8.8,3.2,6.6,3.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
The productivity of the factory increased.,The factory uses robots for production.,origin,733,4_frequent,91,8.8,3.2,6.6,3.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
The productivity of the factory increased.,The factory uses robots for production.,origin,993,4_frequent,91,8.8,3.2,6.6,3.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
The productivity of the factory increased.,The factory uses robots for production.,origin,449,3_common,91,8.8,3.2,6.6,3.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Maria lowered the handle.,The door opened.,origin,16,2_uncommon,92,3.2666666666666666,9.4,3.733333333333333,8.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Maria lowered the handle.,The door opened.,origin,4,1_rare,92,3.2666666666666666,9.4,3.733333333333333,8.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Maria lowered the handle.,The door opened.,origin,30,2_uncommon,92,3.2666666666666666,9.4,3.733333333333333,8.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Maria lowered the handle.,The door opened.,origin,36,2_uncommon,92,3.2666666666666666,9.4,3.733333333333333,8.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
The door opened.,Maria lowered the handle.,origin,14,2_uncommon,92,8.666666666666666,2.6666666666666665,8.2,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
The door opened.,Maria lowered the handle.,origin,3,1_rare,92,8.666666666666666,2.6666666666666665,8.2,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
The door opened.,Maria lowered the handle.,origin,17,2_uncommon,92,8.666666666666666,2.6666666666666665,8.2,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
The door opened.,Maria lowered the handle.,origin,44,2_uncommon,92,8.666666666666666,2.6666666666666665,8.2,1.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Luke did not hear his alarm clock.,Luke will be late for school.,origin,25,2_uncommon,93,1.2666666666666666,9.2,3.866666666666666,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Luke did not hear his alarm clock.,Luke will be late for school.,origin,23,2_uncommon,93,1.2666666666666666,9.2,3.866666666666666,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Luke did not hear his alarm clock.,Luke will be late for school.,origin,27,2_uncommon,93,1.2666666666666666,9.2,3.866666666666666,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Luke did not hear his alarm clock.,Luke will be late for school.,origin,37,2_uncommon,93,1.2666666666666666,9.2,3.866666666666666,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Luke will be late for school.,Luke did not hear his alarm clock.,origin,26,2_uncommon,93,9.466666666666669,1.2666666666666666,8.333333333333334,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Luke will be late for school.,Luke did not hear his alarm clock.,origin,31,2_uncommon,93,9.466666666666669,1.2666666666666666,8.333333333333334,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Luke will be late for school.,Luke did not hear his alarm clock.,origin,48,2_uncommon,93,9.466666666666669,1.2666666666666666,8.333333333333334,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Luke will be late for school.,Luke did not hear his alarm clock.,origin,25,2_uncommon,93,9.466666666666669,1.2666666666666666,8.333333333333334,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
A fire broke out.,Someone left a lit cigarette in the woods.,origin,0,1_rare,94,10.0,2.2666666666666666,9.133333333333333,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
A fire broke out.,Someone left a lit cigarette in the woods.,origin,0,1_rare,94,10.0,2.2666666666666666,9.133333333333333,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
A fire broke out.,Someone left a lit cigarette in the woods.,origin,0,1_rare,94,10.0,2.2666666666666666,9.133333333333333,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
A fire broke out.,Someone left a lit cigarette in the woods.,origin,2,1_rare,94,10.0,2.2666666666666666,9.133333333333333,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Someone left a lit cigarette in the woods.,A fire broke out.,origin,1,1_rare,94,1.5333333333333334,9.8,3.4,9.666666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Someone left a lit cigarette in the woods.,A fire broke out.,origin,0,1_rare,94,1.5333333333333334,9.8,3.4,9.666666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Someone left a lit cigarette in the woods.,A fire broke out.,origin,1,1_rare,94,1.5333333333333334,9.8,3.4,9.666666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Someone left a lit cigarette in the woods.,A fire broke out.,origin,0,1_rare,94,1.5333333333333334,9.8,3.4,9.666666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Kate went to the dentist,Kate's tooth hurt badly.,origin,490,3_common,95,9.666666666666666,1.8,7.866666666666666,3.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Kate went to the dentist,Kate's tooth hurt badly.,origin,962,4_frequent,95,9.666666666666666,1.8,7.866666666666666,3.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Kate went to the dentist,Kate's tooth hurt badly.,origin,825,4_frequent,95,9.666666666666666,1.8,7.866666666666666,3.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Kate went to the dentist,Kate's tooth hurt badly.,origin,243,3_common,95,9.666666666666666,1.8,7.866666666666666,3.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Kate's tooth hurt badly.,Kate went to the dentist,origin,306,3_common,95,3.533333333333333,9.4,5.933333333333334,7.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Kate's tooth hurt badly.,Kate went to the dentist,origin,630,4_frequent,95,3.533333333333333,9.4,5.933333333333334,7.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Kate's tooth hurt badly.,Kate went to the dentist,origin,1001,4_frequent,95,3.533333333333333,9.4,5.933333333333334,7.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Kate's tooth hurt badly.,Kate went to the dentist,origin,787,4_frequent,95,3.533333333333333,9.4,5.933333333333334,7.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Luke is allergic to pollen.,Luke often sneezes in spring.,origin,156,3_common,96,6.0,9.0,3.1333333333333333,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Luke is allergic to pollen.,Luke often sneezes in spring.,origin,163,3_common,96,6.0,9.0,3.1333333333333333,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Luke is allergic to pollen.,Luke often sneezes in spring.,origin,269,3_common,96,6.0,9.0,3.1333333333333333,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Luke is allergic to pollen.,Luke often sneezes in spring.,origin,78,3_common,96,6.0,9.0,3.1333333333333333,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Luke often sneezes in spring.,Luke is allergic to pollen.,origin,133,3_common,96,9.6,6.866666666666666,3.466666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Luke often sneezes in spring.,Luke is allergic to pollen.,origin,177,3_common,96,9.6,6.866666666666666,3.466666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Luke often sneezes in spring.,Luke is allergic to pollen.,origin,303,3_common,96,9.6,6.866666666666666,3.466666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Luke often sneezes in spring.,Luke is allergic to pollen.,origin,152,3_common,96,9.6,6.866666666666666,3.466666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Several trees fell down.,The wind was very strong yesterday.,origin,20,2_uncommon,97,9.2,5.533333333333333,7.466666666666667,3.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Several trees fell down.,The wind was very strong yesterday.,origin,94,3_common,97,9.2,5.533333333333333,7.466666666666667,3.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Several trees fell down.,The wind was very strong yesterday.,origin,35,2_uncommon,97,9.2,5.533333333333333,7.466666666666667,3.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Several trees fell down.,The wind was very strong yesterday.,origin,21,2_uncommon,97,9.2,5.533333333333333,7.466666666666667,3.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
The wind was very strong yesterday.,Several trees fell down.,origin,29,2_uncommon,97,4.866666666666666,9.6,5.2,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
The wind was very strong yesterday.,Several trees fell down.,origin,34,2_uncommon,97,4.866666666666666,9.6,5.2,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
The wind was very strong yesterday.,Several trees fell down.,origin,86,3_common,97,4.866666666666666,9.6,5.2,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
The wind was very strong yesterday.,Several trees fell down.,origin,42,2_uncommon,97,4.866666666666666,9.6,5.2,5.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
The dog barked.,The dog saw a cat.,origin,21,2_uncommon,98,9.2,1.4,8.466666666666667,5.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
The dog barked.,The dog saw a cat.,origin,20,2_uncommon,98,9.2,1.4,8.466666666666667,5.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
The dog barked.,The dog saw a cat.,origin,54,2_uncommon,98,9.2,1.4,8.466666666666667,5.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
The dog barked.,The dog saw a cat.,origin,43,2_uncommon,98,9.2,1.4,8.466666666666667,5.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
The dog saw a cat.,The dog barked.,origin,16,2_uncommon,98,1.8666666666666667,8.866666666666667,4.733333333333333,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",after,none
The dog saw a cat.,The dog barked.,origin,10,2_uncommon,98,1.8666666666666667,8.866666666666667,4.733333333333333,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",because,none
The dog saw a cat.,The dog barked.,origin,25,2_uncommon,98,1.8666666666666667,8.866666666666667,4.733333333333333,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",so,none
The dog saw a cat.,The dog barked.,origin,22,2_uncommon,98,1.8666666666666667,8.866666666666667,4.733333333333333,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Mary is very happy.,Mary's little nephew has just been born.,origin,30,2_uncommon,99,9.6,1.933333333333333,6.6,2.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Mary is very happy.,Mary's little nephew has just been born.,origin,41,2_uncommon,99,9.6,1.933333333333333,6.6,2.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Mary is very happy.,Mary's little nephew has just been born.,origin,31,2_uncommon,99,9.6,1.933333333333333,6.6,2.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Mary is very happy.,Mary's little nephew has just been born.,origin,10,2_uncommon,99,9.6,1.933333333333333,6.6,2.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Mary's little nephew has just been born.,Mary is very happy.,origin,15,2_uncommon,99,1.2,9.533333333333331,3.066666666666667,6.733333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Mary's little nephew has just been born.,Mary is very happy.,origin,14,2_uncommon,99,1.2,9.533333333333331,3.066666666666667,6.733333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Mary's little nephew has just been born.,Mary is very happy.,origin,47,2_uncommon,99,1.2,9.533333333333331,3.066666666666667,6.733333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Mary's little nephew has just been born.,Mary is very happy.,origin,23,2_uncommon,99,1.2,9.533333333333331,3.066666666666667,6.733333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
Mark does not have money to pay the bill.,Mark lost his wallet.,origin,400,3_common,100,9.133333333333333,1.933333333333333,8.666666666666666,2.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
Mark does not have money to pay the bill.,Mark lost his wallet.,origin,468,3_common,100,9.133333333333333,1.933333333333333,8.666666666666666,2.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,none
Mark does not have money to pay the bill.,Mark lost his wallet.,origin,638,4_frequent,100,9.133333333333333,1.933333333333333,8.666666666666666,2.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,none
Mark does not have money to pay the bill.,Mark lost his wallet.,origin,396,3_common,100,9.133333333333333,1.933333333333333,8.666666666666666,2.1333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,none
Mark lost his wallet.,Mark does not have money to pay the bill.,origin,255,3_common,100,2.6666666666666665,9.4,4.133333333333334,5.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,none
Mark lost his wallet.,Mark does not have money to pay the bill.,origin,1020,4_frequent,100,2.6666666666666665,9.4,4.133333333333334,5.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,none
Mark lost his wallet.,Mark does not have money to pay the bill.,origin,426,3_common,100,2.6666666666666665,9.4,4.133333333333334,5.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,none
Mark lost his wallet.,Mark does not have money to pay the bill.,origin,337,3_common,100,2.6666666666666665,9.4,4.133333333333334,5.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,none
John is disappointed.,John lost a bet.,origin,129,3_common,101,9.533333333333331,1.933333333333333,6.866666666666666,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,none
